filename,duration,model,transcription,processing_time,processing_time_per_duration,status
dataset/kaggle/Speaker0035/Speaker0035_005.wav,60024.35 ms,vosk,that was the factually protect them from the deleveraging tempest and the inclement cold the climate was genial and a very high degree and the soil in it's wonderful fertility abundantly supplied them with corn and other simple vegetables but the silence and solitude which rain are represented by those who experience them as at times something dreadful one principal motive which led these people across the mountains was the prospect of an ultimate fortune in the rise of land every man who built a cabin and raise a crop of grain however small was entitled to four hundred acres of land and a pre emption right to one thousand and more adjoining to be secured by land office warrant in this lonely home mister crockett with his wife and children dwelt for some months perhaps years we know not how long one night the awful yellow the savages was heard and a band of human demons came rushing upon the defenseless family imagination cannot paint the tragedy which ensued though this last week,6024.84 ms,0.10,Success
dataset/kaggle/Speaker0035/Speaker0035_011.wav,60024.35 ms,mlx_whisper," With almost superhuman exertions, he succeeded in dragging it to the shore. This event David Crocket has mentioned as the first which left any lasting imprint upon his memory. Not long after this, another occurrence took place characteristic of frontier life. Joseph Hawkins, a brother of David's mother, crossed the mountains and joined the Crocket family in their forest home. One morning he went out to shoot a deer, repairing to a portion of the forest, much frequented by this animal. As he passed a very dense thicket, he saw the bowels swang to and fro where deer was apparently browsing. Very cautiously, he crept within rifle shot, occasionally catching a glimpse through the thick foliage of the ear of the animal as he suppose. Taking deliberate aim he fired and immediately heard a loud outcry. Rushing to the spot he found that he had shot a neighbor who was there gathering grapes. The ball passed through his side, inflicting a very serious, though not a fatal wound, as it chanced not to strike any vital part. The wounded man was carried home.",1248.73 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_011.wav,60024.35 ms,apple_speech,,100.61 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_011.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=500, text=with almost superhuman exertions he succeeded in dragging it to the shore., t0=500, t1=1000, text=This event David Crockett has mentioned as the first witch left any lasting imprint upon his memory., t0=1000, t1=1500, text=Not long after this, another occurrence took place characteristic of frontier life., t0=1500, t1=2200, text=Joseph Hawkins, a brother of David's mother, crossed the mountains and joined the Crockett family in their forest home., t0=2200, t1=2800, text=One morning he went out to shoot a deer, repairing to a portion of the forest much frequented by this animal., t0=2800, t1=3400, text=As he passed a very dense thicket, he saw the bow swaying too and fro where deer was apparently browsing., t0=3400, t1=4200, text=Very cautiously crept within rifle shot, occasionally catching a glimpse through the thick foliage of the ear of the animal as he supposed., t0=4200, t1=4600, text=Taking deliberate aim he fired and immediately heard a loud outcry., t0=4600, t1=5100, text=Rushing to the spot he found that he had shot a neighbor who was there gathering grapes., t0=5100, t1=5700, text=The ball passed through his side inflicting a very serious, though not a fatal wound, as it chanced not to strike any vital part., t0=5700, t1=5972, text=vital part. The wounded man was carried home.]",1301.92 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_011.wav,60024.35 ms,openai_whisper," with almost superhuman exertions he succeeded in dragging it to the shore. This event David Crockett has mentioned as the first witch left any lasting imprint upon his memory. Not long after this, another occurrence took place characteristic of frontier life. Joseph Hawkins, a brother of David's mother, crossed the mountains and joined the Crockett family in their forest home. One morning he went out to shoot a deer, repairing to a portion of the forest much frequented by this animal. As he passed a very dense thicket, he saw the bow swaying too and fro where deer was apparently browsing. Very cautiously crept within rifle shot, occasionally catching a glimpse through the thick foliage of the ear of the animal as he supposed. Taking deliberate aim he fired and immediately heard a loud outcry. Rushing to the spot he found that he had shot a neighbor who was there gathering grapes. The ball passed through his side inflicting a very serious, though not a fatal wound, as it chanced not to strike any vital part. The wounded man was carried home.",2656.50 ms,0.04,Success
dataset/kaggle/Speaker0035/Speaker0035_011.wav,60024.35 ms,vosk,was with almost superhuman exertions he succeeded and dragging it to the shore this event david rock and has mentioned as the first which left any lasting imprint upon his memory not long after this another occurrence took place characteristic of frontier life joseph hawkins a brother of david's mother crossed the mountains and join the crockett family in their forest home one morning he went out to shoot a deer repairing to apportion the forest much frequented by this animal as he passed a very dense ticket he saw the bowels swaying to and fro were dear was apparently browsing very cautiously crept within rifle shot case catching a glimpse through the thick foliage of the ear of the animal as he supposed taking deliberate amy fired and immediately heard a loud outcry rushing to the spot he found that each shot a neighbor who was they're gathering grapes the ball past suicide inflicting a very serious though not a fatal wound as a chance to not to strike any vital part the wounded man was carried home,5722.44 ms,0.10,Success
dataset/kaggle/Speaker0035/Speaker0035_012.wav,60024.35 ms,mlx_whisper," And the rude surgery which was practiced upon him was to insert a silk hanker chief with a ramrod in at the bullet hole and draw it through his body. He recovered from the wound. Such a man is John Crocket, forms no local attachments, and never remains long in one place. Probably someone came to his region and offered him a few dollars for his improvement. He abandoned his cabin with its growing neighborhood and packing his few household goods upon one or two horses, pushed back 50 miles farther southwest into the trackless wilderness. Here he found about 10 miles above the present site of Greenville, a fertile and beautiful region, upon the banks of a little brook which furnished him with an abundant supply pure water. He reared another shanty and took possession of another 400 acres of forest land. Some of his boys were now old enough to furnish a fish and help in the field and in the chase. How long John Crocket remained here, we know not. Neither do we know what induced him to make another move, but we soon find him pushing still farther back into the wilderness.",1458.07 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_012.wav,60024.35 ms,apple_speech,,101.76 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_012.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=472, text=And the rude surgery which was practiced upon him was to insert a silk hankerchief with, t0=472, t1=872, text=a ramrod in at the bullet hole and jaunt through his body., t0=872, t1=1100, text=He recovered from the wound., t0=1100, t1=1692, text=Such a man is John Crockett, forms no local attachments and never remains long in one place., t0=1692, t1=2100, text=Probably someone came to his region and offered him a few dollars for his improvements., t0=2100, t1=2496, text=He abandoned his cabin with its growing neighborhood and packing his few household goods, t0=2496, t1=3132, text=upon one or two horses, pushed back 50 miles farther southwest into the trackless wilderness., t0=3132, t1=3592, text=Here he found about 10 miles above the present site of Greenville, a fertile and beautiful, t0=3592, t1=4044, text=region upon the banks of a little brook which furnished him with an abundant supply of, t0=4044, t1=4144, text=pure water., t0=4144, t1=4624, text=He reared another shanty and took possession of another 400 acres of forest land., t0=4624, t1=5008, text=Some of his boys were now old enough to furnish efficient help in the field and in the, t0=5008, t1=5148, text=chase., t0=5148, t1=5312, text=How long John Crockett remained here?, t0=5312, t1=5412, text=We know not., t0=5412, t1=5712, text=Neither do we know what induced him to make another move., t0=5712, t1=5996, text=But we soon find him pushing still farther back into the wilderness.]",1371.61 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_012.wav,60024.35 ms,openai_whisper," And the rude surgery which was practiced upon him was to insert a silk hankerchief with a ramrod in at the bullet hole and jaunt through his body. He recovered from the wound. Such a man is John Crockett, forms no local attachments and never remains long in one place. Probably someone came to his region and offered him a few dollars for his improvements. He abandoned his cabin with its growing neighborhood and packing his few household goods upon one or two horses, pushed back 50 miles farther southwest into the trackless wilderness. Here he found about 10 miles above the present site of Greenville, a fertile and beautiful region upon the banks of a little brook which furnished him with an abundant supply of pure water. He reared another shanty and took possession of another 400 acres of forest land. Some of his boys were now old enough to furnish efficient help in the field and in the chase. How long John Crockett remained here? We know not. Neither do we know what induced him to make another move. But we soon find him pushing still farther back into the wilderness.",2848.30 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_012.wav,60024.35 ms,vosk,and the rude surgery which was practiced upon him was to insert a silk handkerchief with a ramrod and at the bullet hole and jaunt through his body he recovered from the wound such a man is john crock and forms know local attachments and never remains long and one place probably someone came to his region and offered him a few dollars for his improvement he abandoned his cabin with it's growing neighborhood and packing his view household goods upon one or two horses pushback back fifty miles farther south west into the track list wilderness here he found about ten miles above the present sight of greenville a fertile and beautiful region upon the banks of a little brooke which furnished him with an abundant supply of pure water he reared another shanty and took possession of another four hundred acres of forest land some of his boys were now old enough to furnish efficient help in the field and in the chase hello john crock of remain here we know not neither do we know what induced him to make another move but we soon find him pushing still farther back into the wilderness,5553.64 ms,0.09,Success
dataset/kaggle/Speaker0035/Speaker0035_016.wav,60312.93 ms,mlx_whisper," The Drowver found some difficulty in managing so many half-wild cattle as he pressed them forward through the wilderness, and he bargained with John Crocket to let his son David, who, as we have said, was then twelve years of age, go with him as his hired help, whatever way to see gave was paid to the father. The boy was to go on foot with his Dutchman, 400 miles, driving the cattle. This transaction shows very clearly the hard and unfelian character of David's parents. When he reached the end of his journey, so many weary leagues from home, the only way by which he could return was to attach himself to some immigrant party, or some company of teamsters, and walk back, paying for such food as he might consume. By the assistance he could render on the way, there are a few parents who could thus have treated a child of twelve years. The little fellow whose affections had never been more cultivated than those of the wealth of the wolf, or the cub of the bear, still left home, as he tells us, with a heavy heart. The Dutchman was an entire stranger to him, and he knew not what treatment he was to expect at his head.",1503.77 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_016.wav,60312.93 ms,apple_speech,,101.54 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_016.wav,60312.93 ms,whisper_cpp,"[t0=0, t1=568, text=The drover found some difficulty in managing so many half-wild cattle as he pressed them forward through the wilderness, t0=568, t1=866, text=And he bargained with John Crockett to let his son David, t0=866, t1=1332, text=Who as we have said was then twelve years of age go with him as his hired help, t0=1332, t1=1598, text=Whatever wages he gave was paid to the father, t0=1598, t1=2064, text=The boy was to go on foot with his Dutchman 400 miles driving the cattle, t0=2064, t1=2536, text=This transaction shows very clearly the hard and unfeeling character of David's parents, t0=2584, t1=3088, text=When he reached the end of his journey so many weary leagues from home the only way by which he could return, t0=3088, t1=3612, text=Was to attach himself to some immigrant party or some company of Teamsters and walk back, t0=3612, t1=4084, text=Paying for such food as he might consume by the assistance he could render on the way, t0=4084, t1=4460, text=There are a few parents who could thus have treated a child of twelve years, t0=4460, t1=5132, text=The little fellow whose affections had never been more cultivated than those of the wealth of the wolf or the cub of the bear, t0=5132, t1=5452, text=Still left home as he tells us with a heavy heart, t0=5492, t1=6008, text=The Dutchman was an entire stranger to him and he knew not what treatment he was to expect at his hand]",1495.55 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_016.wav,60312.93 ms,openai_whisper, The drover found some difficulty in managing so many half-wild cattle as he pressed them forward through the wilderness And he bargained with John Crockett to let his son David Who as we have said was then twelve years of age go with him as his hired help Whatever wages he gave was paid to the father The boy was to go on foot with his Dutchman 400 miles driving the cattle This transaction shows very clearly the hard and unfeeling character of David's parents When he reached the end of his journey so many weary leagues from home The only way by which he could return was to attach himself to some immigrant party or some company of teamsters and walk back Paying for such food as he might consume by the assistance he could render on the way There are a few parents who could thus have treated a child of twelve years The little fellow whose affections had never been more cultivated than those of the wealth of the wolf or the cub of the bear Still left home as he tells us with a heavy heart The Dutchman was an entire stranger to him and he knew not what treatment he was to expect at his head,2942.40 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_016.wav,60312.93 ms,vosk,the drover found some difficulty in managing so many half wild cattle as a press them forward through the wilderness and he bargained with john crockett to let his son david who as we have said was then twelve years of age go with him as his hired help whatever way does he gave was paid to the father the boy was to go on foot with his dutchman four hundred miles driving the cattle this transaction shows very clearly the hard and unfeeling character of david's parents when he reach the end of his journey so many where he leagues from home the only way by which a good return was to attacks himself to some immigrant party or some company of teamsters and walk back paying for such food as he my consume by the assistance he could render on the way there are few parents who could thus of treated a child twelve years the little fellow who's affections had never been more cultivated than those of the welp of the wolf or the cup of the bear still of tom as he tells us with a heavy heart the dutchman was an entire stranger to him and he knew not what treatment he was to expect at is,6367.17 ms,0.11,Success
dataset/kaggle/Speaker0035/Speaker0035_017.wav,60024.35 ms,mlx_whisper," Hence, he had already experienced enough of force travel to know its hardships. A journey of 400 miles seemed to him like going to the uttermost parts of the earth. As the pioneers had smoked their pipes at his father's cabin, he had heard many appalling accounts of the bloody conflicts with the Indians of massacres, scalpings, tortures, and captivity. David's father had taught him very sternly one lesson, and that was implicit and prompt obedience to his demands. The boy knew full well that it would be of no avail for him to make any remonstance. Sinely, and trying to conceal his tears, he set out on the perilous enterprise. The cattle could be driven but about 15 or 20 miles a day. Between 20 and 30 days were occupied, in the Tauceum and perilous journey. The route led them often through marshy ground, where the mire was trampled knee-deep. All the streams had to be forwarded. At times, swollen by the rains, they were very deep. They were frequent days of storm, when, through the long hours, the poor boy trudged onward, drenched with rain and shivering with cold.",1491.16 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_017.wav,60024.35 ms,apple_speech,,100.46 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_017.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=100, text=Hans., t0=100, t1=468, text=He had already experienced enough of force travel to know its hardships., t0=468, t1=948, text=A journey of 400 miles seemed to him like going to the uttermost parts of the earth., t0=948, t1=1340, text=As the pioneers had smoked their pipes at his father's cabin, he had heard many appalling, t0=1340, t1=1856, text=accounts of the bloody conflicts with the Indians, of massacres, scalping, tortures, and, t0=1856, t1=2004, text=captivity., t0=2004, t1=2436, text=David's father had taught him very sternly one lesson, and that was implicit and prompt, t0=2436, t1=2632, text=obedience to his demands., t0=2632, t1=3056, text=The boy knew full well that it would be of no avail for him to make any remonstrants., t0=3056, t1=3524, text=Signantly, and trying to conceal his tears, he set out on the perilous enterprise., t0=3524, t1=3876, text=The cattle could be driven but about 15 or 20 miles a day., t0=3876, t1=4328, text=Between 20 and 30 days were occupied in the Toilsome and perilous journey., t0=4328, t1=4824, text=The route led them often through marshy ground, where the Meyer was trampled knee-deep., t0=4824, t1=5020, text=All the streams had to be forwarded., t0=5020, t1=5304, text=At times swollen by the rains, they were very deep., t0=5304, t1=5836, text=There were frequent days of storm, when, through the long hours, the poor boy trudged onward,, t0=5836, t1=6000, text=drenched with rain and shivering with cold.]",1349.66 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_017.wav,60024.35 ms,openai_whisper," Hans. He had already experienced enough of force travel to know its hardships. A journey of 400 miles seemed to him like going to the uttermost parts of the earth. As the pioneers had smoked their pipes at his father's cabin, he had heard many appalling accounts of the bloody conflicts with the Indians, of massacres, scalping, tortures, and captivity. David's father had taught him very sternly one lesson, and that was implicit and prompt obedience to his demands. The boy knew full well that it would be of no avail for him to make any remonstrants. Signantly, and trying to conceal his tears, he set out on the perilous enterprise. The cattle could be driven but about 15 or 20 miles a day. Between 20 and 30 days were occupied in the Toilsome and perilous journey. The route led them often through marshy ground, where the Meyer was trampled knee-deep. All the streams had to be forwarded. At times swollen by the rains, they were very deep. They were frequent days of storm, when, through the long hours, the poor boy trudged onward, drenched with rain and shivering with cold.",2832.93 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_017.wav,60024.35 ms,vosk,and he had already experienced enough a for travel to know it's hardships a journey of four hundred miles seem to him a going to the utter most parts of the earth as the pioneers had smoked pipes at his father's cabin he had heard many appalling accounts of the bloody conflict with the indians of massacres scalping tortures and captivity david's father taught him very sternly one lesson that was implicit and prompt obedience to his demands the boy knew full well that it would be of no avail for him to make any remonstrance silently and trying to conceal his tears he set out on the perilous enterprise the candle can be driven been about fifteen or twenty miles a day to and twenty and thirty days were occupied in the tall some and perilous journey the route lead them often to marshy ground where the mire was trampled knee deep all the streams had to be forwarded at times swollen by the reins they were very deep there were frequent days of storm when through the long hours the poor boy trudge onward drenched with rain and shivering with cold,6347.54 ms,0.11,Success
dataset/kaggle/Speaker0035/Speaker0035_018.wav,60024.35 ms,mlx_whisper," Their fair was most meager, consisting almost entirely of such games they chance to shoot, which they roasted on forked sticks before the fire. When night came, often dark and stormy, the cattle were generally too much fatigued by their long tramp to stray away. Some instinct also induced them to cluster together. A rude shanty was thrown up. Often everything was so soaked with rain that it was impossible to build a fire. The poor boy, weary and suppolus, spattered with mud and drenched with rain, threw himself upon the wet ground for that blessed sleep in which the weary forget their woes. Happy was he, if he could induce one of the shaggy dogs to lie down by his side, that he might hug the faithful animal in his arms and thus obtain a little warmth. Great was the luxury when, at the close of a toilsom day, a few pieces of bark could be so piled as to protect from wind and rain, and a roaring fire could blaze and crack up before the little camp. Then the appetite which hunger gives would enable him to feast upon the tender cuts of Venison, broiled upon the coals. With more satisfaction than the goreman takes...",1626.43 ms,0.03,Success
dataset/kaggle/Speaker0035/Speaker0035_018.wav,60024.35 ms,apple_speech,,100.25 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_018.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=534, text=Their fair was most meager, consisting almost entirely of such game as they chance to shoot,, t0=534, t1=840, text=which they roasted on four sticks before the fire., t0=840, t1=1236, text=When night came, often dark and stormy, the cattle were generally too much fatigued by, t0=1236, t1=1466, text=their long-term to stray away., t0=1466, t1=1744, text=Some instinct also induced them to cluster together., t0=1744, t1=1988, text=A rude shanty was thrown up., t0=1988, t1=2368, text=Often everything was so soaked with rain that it was impossible to build a fire., t0=2368, t1=2832, text=The poor boy, weary and supple us, spattered with mud and drenched with rain, threw himself, t0=2832, t1=3336, text=upon the wet ground for that blessed sleep in which the weary forget their woes., t0=3336, t1=3740, text=Happy was he if he could induce one of the shaggy dogs to lie down by his side, that he, t0=3740, t1=4156, text=might hug the faithful animal in his arms and thus obtain a little warmth., t0=4156, t1=4452, text=Great was the luxury win at the close of a toil some day., t0=4452, t1=4908, text=A few pieces of bark could be so piled as to protect from wind and rain, and a roaring fire, t0=4908, t1=5204, text=could blaze and crack up before the little camp., t0=5204, t1=5540, text=Then the appetite which hunger gives would enable him to feast upon the tender cuts of, t0=5540, t1=5992, text=venison, broiled upon the coals. With more satisfaction than the gormon takes]",1449.96 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_018.wav,60024.35 ms,openai_whisper," Their fair was most meager, consisting almost entirely of such game as they chance to shoot, which they roasted on four sticks before the fire. When night came, often dark and stormy, the cattle were generally too much fatigued by their long-term to stray away. Some instinct also induced them to cluster together. A rude shanty was thrown up. Often everything was so soaked with rain that it was impossible to build a fire. The poor boy, weary and supple us, spattered with mud and drenched with rain, threw himself upon the wet ground for that blessed sleep in which the weary forget their woes. Happy was he if he could induce one of the shaggy dogs to lie down by his side, that he might hug the faithful animal in his arms and thus obtain a little warmth. Great was the luxury win at the close of a toil some day. A few pieces of bark could be so piled as to protect from wind and rain, and a roaring fire could blaze and crack up before the little camp. Then the appetite which hunger gives would enable him to feast upon the tender cuts of venison, broiled upon the coals. With more satisfaction than the gormon takes a-",3116.39 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_018.wav,60024.35 ms,vosk,they're fair was most meager consisting almost entirely of such game as they chance to shoot which they roasted on forked sticks before the fire when i came often dark and stormy the cattle were generally too much fatigue by the long tramp to stray away some instinct also induce them to cluster together a rude shanty was thrown up often everything was so so too with rain that it was impossible to build a fire the poor boy weary and several as spattered with mud and dress with rain threw himself upon the wet ground for that blizzard sleep in which the weary forget their woes happy was he if he could induce one of the shaggy dog to lie down by his side that he might hug the faithful animal in his arms and thus obtain a little want great was a luxury when at the close of a toilsome day a few pieces of bar could be so piled as to protect from wind and rain and a roaring fire good blaze and cracker before the little camp then the appetite which hunger gives would enable him to feast upon the tender cuts of venison broiled upon the coals with more satisfaction than the on takes,6209.81 ms,0.10,Success
dataset/kaggle/Speaker0035/Speaker0035_026.wav,60024.35 ms,mlx_whisper," on by the name of kitchen, who undertook to open a school to teach the boys to read. David went to school four days, but found it very difficult to master his letters. He was a wirey little fellow, very athletic, and his nerve seemed to be made of steel. When roused by anger, he was as fierce and reckless as a cat-amount. A boy, much larger than himself, had offended him. David decided not to attack him near the schoolhouse, less the master might separate them. He therefore slipped out of school just before it was dismissed, and running along the road, hid in a thicket, near which his victim would have to pass on his way home. As the boy came unsuspectingly along, young crocket with the leap of a panther, spring upon his back, with tooth and nail he assailed him, biting, scratching, pounding, until the boy cried for mercy. The next morning, David was afraid to go to school, apprehending this severe punishment he might get from the master. He therefore left home as usual, but played true it, hiding himself in the woods all day. He did the same the next morning, and so...",1525.93 ms,0.03,Success
dataset/kaggle/Speaker0035/Speaker0035_026.wav,60024.35 ms,apple_speech,,102.15 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_026.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=480, text=on by the name of Kitchen, who undertook to open a school to teach the boys to read., t0=480, t1=934, text=David went to school four days, but found it very difficult to master his letters., t0=934, t1=1434, text=He was a wiry little fellow, very athletic, and his nerves seemed to be made of steel., t0=1434, t1=1822, text=When roused by anger, he was as fierce and reckless as a cat-amount., t0=1822, t1=2124, text=A boy, much larger than himself, had offended him., t0=2124, t1=2624, text=David decided not to attack him near the schoolhouse, lest the master might separate them., t0=2624, t1=3060, text=He therefore slipped out of school just before it was dismissed, and running along the road,, t0=3060, t1=3512, text=hid in a thicket, near which his victim would have to pass on his way home., t0=3512, t1=4012, text=As the boy came unsuspectingly along, young Crockett, with the leap of a panther, sprang, t0=4012, t1=4152, text=upon his back., t0=4152, t1=4536, text=With tooth and nail he has sailed him, biting, scratching, pounding until the boy cried, t0=4536, t1=4688, text=for mercy., t0=4688, t1=4968, text=The next morning, David was afraid to go to school., t0=4968, t1=5304, text=Apprehending the severe punishment he might get from the master., t0=5304, t1=5848, text=He therefore left home as usual, but played truant, hiding himself in the woods all day., t0=5848, t1=5992, text=He did the same the next morning, and said, ""I'm not going to do this.""]",1574.97 ms,0.03,Success
dataset/kaggle/Speaker0035/Speaker0035_026.wav,60024.35 ms,openai_whisper," on by the name of Kitchen, who undertook to open a school to teach the boys to read. David went to school four days, but found it very difficult to master his letters. He was a wiry little fellow, very athletic, and his nerves seemed to be made of steel. When roused by anger, he was as fierce and reckless as a cat-amount. A boy, much larger than himself, had offended him. David decided not to attack him near the schoolhouse, lest the master might separate them. He therefore slipped out of school just before it was dismissed, and running along the road, hid in a thicket, near which his victim would have to pass on his way home. As the boy came un-suspectingly along, young Crockett with the leap of a panther, sprang upon his back, with tooth and nail he has sailed him, biting, scratching, pounding, until the boy cried for mercy. The next morning, David was afraid to go to school, apprehending the severe punishment he might get from the master. He therefore left home as usual, but played truant, hiding himself in the woods all day. He did the same the next morning, and said...",3110.23 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_026.wav,60024.35 ms,vosk,on by the name of kitchen who undertook to open to school to teach the boys to read david went to school for days but found it very difficult to master his letters he was a wire a little fellow very athletic and his nerves seem to be made of steel when rouse by anger he was as fierce and reckless as a catamount a boy much larger than himself had offended him david decided not to attack him near the schoolhouse less the mastermind separate them he therefore slipped out of school just before it was dismissed and running along the road hidden a thicket near which his victim would have to pass on his way home as the boy came unsuspecting lee along young crockett with the leap of a panther spring upon his back with tooth and nail he has sailed him biting scratching pounding until the boy cried for mercy the next morning david was afraid to go to school apprehending the severe punishment he might get from the master he therefore left home as usual but play truant hiding himself in the woods all day he did the same the next morning and,5894.55 ms,0.10,Success
dataset/kaggle/Speaker0035/Speaker0035_027.wav,60024.35 ms,mlx_whisper," who continued for several days. At last the master sent word to John Crocod, inquiring why his son David no longer came to school. The boy was called to account and the whole affair came out. John Crocod had been drinking. His eyes flashed fire. He cut a stout hickory stick. And with oath, to clear that he would give his boy an eternal sight worse whipping than the master would give him unless he went directly back to school. As the junk and father approached, brainishing his stick, the boy ran, an interaction opposite from that of the schoolhouse. The enraged father pursued, and the unnatural race continued for nearly a mile. A slight turn in the road concealed the boy from moment from the view of his pursuer, and he plunged into the forest and hid. The father, with staggering gate, rushed along, but having lost sight of the boy, soon gave up the chase and returned home. This revolting spectacle of such a father and such a son, over which one would think that angels might weep, only excited the derision of this strange boy. It was what he had been accustomed to all his life.",1888.18 ms,0.03,Success
dataset/kaggle/Speaker0035/Speaker0035_027.wav,60024.35 ms,apple_speech,,106.41 ms,0.00,Success
dataset/kaggle/Speaker0035/Speaker0035_027.wav,60024.35 ms,whisper_cpp,"[t0=0, t1=464, text=continued for several days. At last the master sent word to John Crockett, inquiring, t0=464, t1=912, text=why his son David no longer came to school. The boy was called to account and the, t0=912, t1=1512, text=whole affair came out. John Crockett had been drinking. His eyes flashed fire. He cut a, t0=1512, t1=1990, text=stout hickory stick, and with oath, declared that he would give his boy an eternal sight, t0=1990, t1=2468, text=worse whipping than the master would give him, unless he went directly back to school. As, t0=2468, t1=2952, text=the drunken father approached brandishing his stick, the boy ran, in an indirection opposite, t0=2952, t1=3440, text=from that of the schoolhouse. The enraged father pursued, and the unnatural race continued, t0=3440, t1=3844, text=for nearly a mile. A slight turn in the road concealed the boy for a moment from the view, t0=3844, t1=4320, text=of his pursuer, and he plunged into the forest and hid. The father, with staggering, t0=4320, t1=4760, text=gait, rust along, but having lost sight of the boy soon gave up the chase and returned, t0=4760, t1=5320, text=home. This revolting spectacle of such a father and such a son, over which one would think, t0=5320, t1=5836, text=that angels might weep, only excited the derision of this strange boy. It was what he had, t0=5836, t1=5976, text=been accustomed to all his life.]",1308.37 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_027.wav,60024.35 ms,openai_whisper," continued for several days. At last the master sent word to John Crockett, inquiring why his son David no longer came to school. The boy was called to account and the whole affair came out. John Crockett had been drinking. His eyes flashed fire. He cut a stout hickory stick, and with oath, declared that he would give his boy an eternal sight worse whipping than the master would give him, unless he went directly back to school. As the drunken father approached brandishing his stick, the boy ran, in an indirection opposite from that of the schoolhouse. The enraged father pursued, and the unnatural race continued for nearly a mile. A slight turn in the road concealed the boy for a moment from the view of his pursuer, and he plunged into the forest and hid. The father, with staggering gait, rust along, but having lost sight of the boy soon gave up the chase and returned home. This revolting spectacle, of such a father and such a son, over which one would think that angels might weep, only excited the derision of this strange boy. It was what he had been accustomed to all his life.",2914.64 ms,0.05,Success
dataset/kaggle/Speaker0035/Speaker0035_027.wav,60024.35 ms,vosk,continued for several days and last the master sent word to john crockett inquiring why his son david no longer came to school the boy was called to account and the whole affair came out john crock it have been drinking his eyes flashed fire he cut a stout hickory stick and with oath declared that we give his boy and eternal site worse whipping than the master would give him unless he went directly back to school as the drunken father approached brandishing his dick the boy ran in in a direction opposite from that of the schoolhouse enraged father pursued and the unnatural raise continued for nearly a mile a slight turn of the road conceal the boy for a moment from the view of his pursuer and he plunged into the forest and hid the father with staggering gate rust along but having lost sight of the boy soon gave up the chase and returned home this revolting spectacle of such a father and such a son of a which one would think that angels might weep only excited the derision of the strange boy it was what he had been accustomed to all his life,6676.27 ms,0.11,Success
dataset/kaggle/Speaker0035/Speaker0035_028.wav,60024.35 ms,mlx_whisper," He describes it in ludicrous terms with the slang phrases which were ever dropping from his lips. David knew that a terrible whipping awaited him should he ever go back to the cabin. He therefore pushed on several miles to the hut of a settler whom he knew. He was by this time too much accustomed to the rough and tumble of life to feel any anxiety about the future. Arriving at the cabin, it's so chance that he found a man by the name of Jesse Cheek, who was just starting with a drove of cattle for Virginia. Very readily David, who had experience in that business, engaged to accompany him, an elder brother also, either weary of his wretched home, or anxious to see more of the world, entered into the same service. The incidents of this journey were essentially the same with those of the preceding one, though the route led 200 miles farther into the heart of Virginia. The road they took passed through Amigdon, Weithville, Lynchburg, Charlottesville, Orange Courthouse, to front royal in Warren County. Though these frontier regions then, 75 years ago, were in a very primitive condition.",1404.65 ms,0.02,Success
dataset/kaggle/Speaker0035/Speaker0035_028.wav,60024.35 ms,apple_speech,,102.11 ms,0.00,Success
